iter	MultiClass
0	1.550368465
1	1.146868638
2	0.9361835283
3	0.7842600059
4	0.6530225431
5	0.5425516133
6	0.4816692591
7	0.437482061
8	0.3918049183
9	0.3556765125
10	0.3234224185
11	0.3023302268
12	0.2964008222
13	0.2844993834
14	0.2814640171
15	0.2643892466
16	0.2543076907
17	0.2462686945
18	0.2292687191
19	0.2131726112
20	0.2030025048
21	0.189003602
22	0.1874594031
23	0.1762374773
24	0.1686383691
25	0.1585291203
26	0.1513465892
27	0.145262527
28	0.1421001756
29	0.1410495147
30	0.1394435263
31	0.134430817
32	0.1292018284
33	0.1226680593
34	0.1174776829
35	0.1144156038
36	0.1106119515
37	0.1080019213
38	0.1058475113
39	0.1050756132
40	0.1020501598
41	0.09865489493
42	0.09537934605
43	0.09389278232
44	0.09202719118
45	0.08865031324
46	0.08541644509
47	0.08322090634
48	0.08169498066
49	0.08112578494
50	0.07966753195
51	0.07776190663
52	0.07460976484
53	0.07322499782
54	0.07289516861
55	0.07219928109
56	0.07133328776
57	0.07026337634
58	0.06798051494
59	0.06632639013
60	0.06481708795
61	0.06312852989
62	0.05997105681
63	0.05868615129
64	0.05608803957
65	0.05486304558
66	0.05396879872
67	0.05265082138
68	0.05232489009
69	0.05122819368
70	0.05092829046
71	0.05003323784
72	0.0494741203
73	0.04895045414
74	0.04781733285
75	0.04656692013
76	0.0461918431
77	0.04562123489
78	0.04475595436
79	0.0442633428
80	0.04329669028
81	0.04287853266
82	0.04204246699
83	0.04123350013
84	0.04083693428
85	0.03984315525
86	0.0394234367
87	0.03871785325
88	0.03800510153
89	0.03703614434
90	0.03673737017
91	0.03619011621
92	0.03544619685
93	0.03534774539
94	0.03498769217
95	0.03466760782
96	0.03415960037
97	0.03352994464
98	0.03256175864
99	0.03219066904
100	0.03166337678
101	0.03133488438
102	0.03080987582
103	0.0303750999
104	0.0297783004
105	0.02920660508
106	0.02869853201
107	0.02791137793
108	0.0273547851
109	0.02696911024
110	0.02672222806
111	0.02621739794
112	0.02591365385
113	0.02563069394
114	0.02508138362
115	0.02477848129
116	0.02450323053
117	0.02442193895
118	0.0239807165
119	0.02374799742
120	0.02356440992
121	0.02346526515
122	0.02295958405
123	0.02274036491
124	0.02262945745
125	0.02248711763
126	0.02238424521
127	0.02197583431
128	0.02188862422
129	0.02156823698
130	0.02113564953
131	0.02102214868
132	0.0207553006
133	0.02040665579
134	0.02023240293
135	0.02019402933
136	0.01984826658
137	0.01950610028
138	0.01907252167
139	0.01877691459
140	0.01853041795
141	0.01821042125
142	0.0180797475
143	0.01802000442
144	0.01788862485
145	0.01776907309
146	0.01766894845
147	0.01748579423
148	0.01735220159
149	0.01721898317
150	0.01699970105
151	0.01667311518
152	0.01661712999
153	0.01644585692
154	0.01628112588
155	0.01619681794
156	0.01609153667
157	0.01598289866
158	0.01592579983
159	0.01585283253
160	0.01575307555
161	0.01568482369
162	0.01565891457
163	0.01553005146
164	0.01543567095
165	0.01532287163
166	0.01516151924
167	0.0150438915
168	0.01492010564
169	0.01482322843
170	0.01471911871
171	0.0146230624
172	0.01446303955
173	0.01422736034
174	0.01412772206
175	0.01398730562
176	0.01385749421
177	0.01372203646
178	0.0137033814
179	0.01359839808
180	0.01348202735
181	0.0133826749
182	0.01310833191
183	0.01303099416
184	0.01286769522
185	0.01276608566
186	0.01267725781
187	0.01258340467
188	0.01249242579
189	0.01244923965
190	0.01238994361
191	0.01225148691
192	0.01220905353
193	0.01205620806
194	0.01193594681
195	0.01188390521
196	0.01179409846
197	0.01163751958
198	0.01155775486
199	0.01151981709
