iter	RMSE
415	66.56429884
416	66.46140889
417	66.40641658
418	66.29227912
419	66.22139847
420	66.15518878
421	66.10302024
422	66.00372458
423	65.91565384
424	65.88826324
425	65.84020387
426	65.79127812
427	65.70907187
428	65.63247004
429	65.56818517
430	65.50149906
431	65.44244437
432	65.37982986
433	65.28541951
434	65.17068471
435	65.07302114
436	64.99469919
437	64.88799527
438	64.80778072
439	64.71257134
440	64.62067364
441	64.55248118
442	64.4649644
443	64.34892204
444	64.26716611
445	64.20866759
446	64.17238872
447	64.11650699
448	64.03276954
449	63.97906414
450	63.90342314
451	63.79842129
452	63.7308026
453	63.62233627
454	63.58304581
455	63.48310595
456	63.42352199
457	63.35906446
458	63.27131961
459	63.20478187
460	63.1677456
461	63.06784054
462	63.01971033
463	62.91543733
464	62.82664132
465	62.73014203
466	62.6583451
467	62.592574
468	62.53801735
469	62.45922463
470	62.40598508
471	62.32467875
472	62.26698328
473	62.22051265
474	62.17847337
475	62.1566819
476	62.09657056
477	62.03139824
478	61.96751062
479	61.8600196
480	61.77628791
481	61.74277455
482	61.67786215
483	61.62870056
484	61.56820973
485	61.49862518
486	61.44308226
487	61.34706421
488	61.26673867
489	61.17981595
490	61.11232167
491	61.02600628
492	61.00123357
493	60.93854739
494	60.89586617
495	60.84328396
496	60.7945141
497	60.73854165
498	60.68385113
499	60.66387569
500	60.58940419
501	60.49392081
502	60.42599687
503	60.38847176
504	60.31123634
505	60.243898
506	60.14709618
507	60.07609602
508	60.04655976
509	59.95098979
510	59.91112579
511	59.87013523
512	59.80770952
513	59.74848187
514	59.68057729
515	59.61797812
516	59.55730161
517	59.43935238
518	59.36459746
519	59.32094954
520	59.24374549
521	59.17125127
522	59.09570526
523	59.04221945
524	58.9611212
525	58.91506406
526	58.87486269
527	58.81227259
528	58.75849546
529	58.69321936
530	58.65055186
531	58.5934331
532	58.5809402
533	58.51871038
534	58.42979805
535	58.37727714
536	58.29577952
537	58.2503716
538	58.1777401
539	58.11472423
540	58.05774533
541	57.99928262
542	57.96424902
543	57.92705598
544	57.8438971
545	57.76795508
546	57.6991365
547	57.64245482
548	57.53674203
549	57.5207866
550	57.45751701
551	57.39953288
552	57.37121518
553	57.32937643
554	57.26665002
555	57.20065412
556	57.1120796
557	57.05517782
558	56.98914695
559	56.88290714
560	56.79960325
561	56.74203884
562	56.69177617
563	56.65163147
564	56.58991296
565	56.54219549
566	56.50306996
567	56.46616437
568	56.42833042
569	56.36825927
570	56.31781184
571	56.27339882
572	56.19029681
573	56.15049098
574	56.11172029
575	56.05456976
576	55.94660869
577	55.87925517
578	55.82828109
579	55.78071852
580	55.72084336
581	55.62538191
582	55.5494644
583	55.49181982
584	55.43352625
585	55.33857733
586	55.28664267
587	55.234251
588	55.1586803
589	55.12864991
590	55.08811281
591	55.02336328
592	54.97076831
593	54.91357926
594	54.82091661
595	54.75839545
596	54.69151189
597	54.63252797
598	54.59464096
599	54.54261159
600	54.48464781
601	54.44943014
602	54.41140122
603	54.34628376
604	54.30457939
605	54.25115292
606	54.21059107
607	54.16111314
608	54.11588547
609	54.02795517
610	53.99077156
611	53.93803566
612	53.8784351
613	53.8394298
614	53.80959662
615	53.76686086
616	53.72273871
617	53.69794053
618	53.62278595
619	53.57317633
620	53.5070673
621	53.45780607
622	53.39219856
623	53.35085946
624	53.30146405
625	53.23378436
626	53.19232002
627	53.14306644
628	53.10523085
629	53.05765662
630	52.99486477
631	52.914992
632	52.86867194
633	52.81320907
634	52.76700421
635	52.69776628
636	52.64197739
637	52.60550815
638	52.57575131
639	52.50149195
640	52.4651505
641	52.42688826
642	52.37900385
643	52.31955752
644	52.27924072
645	52.19835422
646	52.17407866
647	52.14385864
648	52.08551752
649	52.05808776
650	51.99769452
651	51.92879143
652	51.86700801
653	51.84326209
654	51.81062714
655	51.76715269
656	51.73278694
657	51.69412952
658	51.63808745
659	51.57860195
660	51.54065332
661	51.47193988
662	51.4391292
663	51.37090486
664	51.33409865
665	51.30408011
666	51.27412586
667	51.23897333
668	51.18134261
669	51.14937801
670	51.12216378
671	51.06796813
672	51.02284653
673	50.99391133
674	50.93393422
675	50.87217655
676	50.82550768
677	50.78603349
678	50.73511262
679	50.69138958
680	50.65217936
681	50.58492787
682	50.55121431
683	50.50286907
684	50.44551218
685	50.38707516
686	50.33475604
687	50.28560624
688	50.25024645
689	50.22103181
690	50.1777937
691	50.10410373
692	50.04228508
693	49.9663385
694	49.90619981
695	49.87092588
696	49.79963245
697	49.73727949
698	49.69193934
699	49.64063888
700	49.60210302
701	49.56066485
702	49.51046689
703	49.46769223
704	49.43285292
705	49.39894401
706	49.3672005
707	49.32803743
708	49.30209718
709	49.28395188
710	49.25853729
711	49.22513706
712	49.1753083
713	49.12761465
714	49.05984073
715	49.01346001
716	48.97309153
717	48.92005254
718	48.87918286
719	48.85194962
720	48.79534198
721	48.74352976
722	48.6906601
723	48.64642348
724	48.58842973
725	48.5475655
726	48.49996328
727	48.45753572
728	48.4192063
729	48.39243344
730	48.35036498
731	48.31902582
732	48.27067582
733	48.20370583
734	48.15833021
735	48.1067968
736	48.06697052
737	48.05033363
738	47.98359382
739	47.95812104
740	47.92419328
741	47.89603688
742	47.85670704
743	47.78419317
744	47.70715887
745	47.66496044
746	47.61941217
747	47.58187479
748	47.52196624
749	47.48338344
750	47.43935578
751	47.39987653
752	47.35334148
753	47.31505965
754	47.27639059
755	47.23721165
756	47.21640894
757	47.16748712
758	47.12380724
759	47.06961844
760	47.02617669
761	46.96485644
762	46.92983785
763	46.91183166
764	46.89404091
765	46.83200153
766	46.76135352
767	46.72603529
768	46.67561953
769	46.63723597
770	46.60402733
771	46.56568995
772	46.53036714
773	46.48818853
774	46.4332199
775	46.39416219
776	46.35587893
777	46.33333405
778	46.28171192
779	46.25685416
780	46.18171497
781	46.14624027
782	46.12094933
783	46.06660472
784	45.99072433
785	45.94193524
786	45.87564892
787	45.83056316
788	45.78204451
789	45.75024615
790	45.72687175
791	45.6704202
792	45.62876207
793	45.5841954
794	45.53252107
795	45.47417402
796	45.41832838
797	45.36396655
798	45.31421779
799	45.27863748
800	45.2339668
801	45.18397289
802	45.16163846
803	45.11106665
804	45.04894541
805	44.97906753
806	44.95234629
807	44.92677512
808	44.88568394
809	44.83661214
810	44.77513717
811	44.74056214
812	44.70847019
813	44.66679586
814	44.6332613
815	44.60779556
816	44.5810295
817	44.55170164
818	44.51730798
819	44.46699258
820	44.43102022
821	44.39948332
822	44.36270886
823	44.31778374
824	44.28920758
825	44.25238267
826	44.20972899
827	44.17681352
828	44.12693092
829	44.07025177
830	44.02134908
831	43.97836437
832	43.95062301
833	43.92508327
834	43.86733091
835	43.83948104
836	43.76917294
837	43.73578098
838	43.71386871
839	43.67489842
840	43.62941986
841	43.60734268
842	43.54621867
843	43.50601129
844	43.47104474
845	43.44086321
846	43.41444426
847	43.39233797
848	43.35678786
849	43.30888205
850	43.26727118
851	43.23338968
852	43.18856113
853	43.14717485
854	43.11870269
855	43.10541989
856	43.07694452
857	43.03369983
858	42.99305069
859	42.95238724
860	42.93127166
861	42.89692044
862	42.85152874
863	42.81545941
864	42.77910405
865	42.72319048
866	42.69450622
867	42.67243151
868	42.6370556
869	42.60903415
870	42.57576494
871	42.53765538
872	42.4854382
873	42.46719643
874	42.41451239
875	42.35995098
876	42.31588091
877	42.29067588
878	42.25048506
879	42.22056688
880	42.19474121
881	42.1414395
882	42.09908734
883	42.06819947
884	42.02529332
885	41.98242306
886	41.96011616
887	41.92457231
888	41.87775012
889	41.82781242
890	41.7896379
891	41.76380081
892	41.74532482
893	41.7101191
894	41.66487111
895	41.6280856
896	41.59121934
897	41.55989129
898	41.53217645
899	41.50136406
900	41.4642263
901	41.40635227
902	41.34921908
903	41.3317044
904	41.29472145
905	41.25436229
906	41.23098605
907	41.20334648
908	41.15834822
909	41.12420744
910	41.08134671
911	41.05606856
912	41.02609803
913	40.99414872
914	40.94068181
915	40.90161778
916	40.8525425
917	40.83659601
918	40.81313062
919	40.77146127
920	40.73009885
921	40.70493937
922	40.66240428
923	40.6300406
924	40.59835226
925	40.58520456
926	40.54486173
927	40.50764802
928	40.45864469
929	40.41332148
930	40.36322419
931	40.32808066
932	40.27917449
933	40.23939063
934	40.20600423
935	40.16223655
936	40.11926815
937	40.10213404
938	40.08262446
939	40.0572673
940	40.03906812
941	40.01229056
942	39.9945659
943	39.96932989
944	39.91873898
945	39.86374025
946	39.84632678
947	39.80578353
948	39.76531042
949	39.73220149
950	39.70127976
951	39.66608245
952	39.63984462
953	39.61250124
954	39.58284923
955	39.54608394
956	39.51717639
957	39.48465639
958	39.44417336
959	39.40723638
960	39.37344015
961	39.33943044
962	39.31569997
963	39.27461827
964	39.22798795
965	39.20512375
966	39.16163833
967	39.12615721
968	39.09717248
969	39.07821581
970	39.03970668
971	39.01186207
972	38.99130763
973	38.96981232
974	38.94010793
975	38.89209268
976	38.86845223
977	38.84060998
978	38.81284561
979	38.78118446
980	38.75340512
981	38.7353044
982	38.71045482
983	38.69364031
984	38.65776766
985	38.63242077
986	38.60172213
987	38.55443899
988	38.52450192
989	38.48903384
990	38.45973686
991	38.42514103
992	38.39885585
993	38.36821851
994	38.34008464
995	38.31132329
996	38.26950789
997	38.23710485
998	38.21468725
999	38.20097629
