id,descripcion,tipo_datos,requerido,unidad
q_mar_s,desviación típica de la presión media mensual/anual al nivel del mar,string,False,hPa
q_max_cv,coeficiente de variación de Pearson de la presión máxima absoluta mensual/anual y fecha,string,False,
q_max_max,valor máximo de la presión máxima absoluta mensual/anual y fecha,string,False,hPa
q_max_md,media aritmética de la presión máxima absoluta mensual/anual y fecha,string,False,hPa
q_max_min,valor mínimo de la presión máxima absoluta mensual/anual y fecha,string,False,hPa
q_max_mn,mediana de la presión máxima absoluta mensual/anual y fecha,string,False,hPa
q_max_n,frecuencia absoluta (nº de años con dato disponible) de la presión máxima absoluta mensual/anual y fecha,string,False,Nº de días
q_max_q1,primer quintil de la presión máxima absoluta mensual/anual y fecha,string,False,hPa
q_max_q2,segundo quintil de la presión máxima absoluta mensual/anual y fecha,string,False,hPa
q_max_q3,tercer quintil de la presión máxima absoluta mensual/anual y fecha,string,False,hPa
q_max_q4,cuarto quintil de la presión máxima absoluta mensual/anual y fecha,string,False,hPa
q_max_s,desviación típica de la presión máxima absoluta mensual/anual y fecha,string,False,hPa
q_med_cv,coeficiente de variación de Pearson de la presión media mensual/anual al nivel de la estación,string,False,
q_med_max,valor máximo de la presión media mensual/anual al nivel de la estación,string,False,hPa
q_med_md,media aritmética de la presión media mensual/anual al nivel de la estación,string,False,hPa
q_med_min,valor mínimo de la presión media mensual/anual al nivel de la estación,string,False,hPa
q_med_mn,mediana de la presión media mensual/anual al nivel de la estación,string,False,hPa
q_med_n,frecuencia absoluta (nº de años con dato disponible) de la presión media mensual/anual al nivel de la estación,string,False,Nº de días
q_med_q1,primer quintil de la presión media mensual/anual al nivel de la estación,string,False,hPa
q_med_q2,segundo quintil de la presión media mensual/anual al nivel de la estación,string,False,hPa
q_med_q3,tercer quintil de la presión media mensual/anual al nivel de la estación,string,False,hPa
q_med_q4,cuarto quintil de la presión media mensual/anual al nivel de la estación,string,False,hPa
q_med_s,desviación típica de la presión media mensual/anual al nivel de la estación,string,False,hPa
q_min_cv,coeficiente de variación de Pearson de la presión máxima mínima mensual/anual y fecha,string,False,
q_min_max,valor máximo de la presión máxima mínima mensual/anual y fecha,string,False,hPa
q_min_md,media aritmética de la presión máxima mínima mensual/anual y fecha,string,False,hPa
q_min_min,valor mínimo de la presión máxima mínima mensual/anual y fecha,string,False,hPa
q_min_mn,mediana de la presión máxima mínima mensual/anual y fecha,string,False,hPa
q_min_n,frecuencia absoluta (nº de años con dato disponible) de la presión máxima mínima mensual/anual y fecha,string,False,Nº de días
q_min_q1,primer quintil de la presión máxima mínima mensual/anual y fecha,string,False,hPa
q_min_q2,segundo quintil de la presión máxima mínima mensual/anual y fecha,string,False,hPa
q_min_q3,tercer quintil de la presión máxima mínima mensual/anual y fecha,string,False,hPa
q_min_q4,cuarto quintil de la presión máxima mínima mensual/anual y fecha,string,False,hPa
q_min_s,desviación típica de la presión máxima mínima mensual/anual y fecha,string,False,hPa
ta_max_cv,coeficiente de variación de Pearson de la temperatura mínima absoluta del mes/año y fecha,string,False,
ta_max_max,valor máximo de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_max_md,media aritmética de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_max_min,valor mínimo de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_max_mn,mediana de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_max_n,frecuencia absoluta (nº de años con dato disponible) de la temperatura mínima absoluta del mes/año y fecha,string,False,Nº de días
ta_max_q1,primer quintil de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_max_q2,segundo quintil de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_max_q3,tercer quintil de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_max_q4,cuarto quintil de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_max_s,desviación típica de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_max_cv,coeficiente de variación de Pearson de la temperatura máxima absoluta del mes/año y fecha,string,False,
ta_max_max,valor máximo de la temperatura máxima absoluta del mes/año y fecha,string,False,°C
ta_max_md,media aritmética de la temperatura máxima absoluta del mes/año y fecha,string,False,°C
ta_max_min,valor mínimo de la temperatura máxima absoluta del mes/año y fecha,string,False,°C
ta_max_mn,mediana de la temperatura máxima absoluta del mes/año y fecha,string,False,°C
ta_max_n,frecuencia absoluta (nº de años con dato disponible) de la temperatura máxima absoluta del mes/año y fecha,string,False,Nº de días
ta_max_q1,primer quintil de la temperatura máxima absoluta del mes/año y fecha,string,False,°C
ta_max_q2,segundo quintil de la temperatura máxima absoluta del mes/año y fecha,string,False,°C
ta_max_q3,tercer quintil de la temperatura máxima absoluta del mes/año y fecha,string,False,°C
ta_max_q4,cuarto quintil de la temperatura máxima absoluta del mes/año y fecha,string,False,°C
ta_max_s,desviación típica de la temperatura máxima absoluta del mes/año y fecha,string,False,°C
ta_min_cv,coeficiente de variación de Pearson de la temperatura mínima absoluta del mes/año y fecha,string,False,
ta_min_max,valor máximo de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_min_md,media aritmética de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_min_min,valor mínimo de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_min_mn,mediana de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_min_n,frecuencia absoluta (nº de años con dato disponible) de la temperatura mínima absoluta del mes/año y fecha,string,False,Nº de días
ta_min_q1,primer quintil de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_min_q2,segundo quintil de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_min_q3,tercer quintil de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_min_q4,cuarto quintil de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ta_min_s,desviación típica de la temperatura mínima absoluta del mes/año y fecha,string,False,°C
ti_max_cv,coeficiente de variación de Pearson de la temperatura máxima mas baja del mes/año,string,False,
ti_max_max,valor máximo de la temperatura máxima mas baja del mes/año,string,False,°C
ti_max_md,media aritmética de la temperatura máxima mas baja del mes/año,string,False,°C
ti_max_min,valor mínimo de la temperatura máxima mas baja del mes/año,string,False,°C
ti_max_mn,mediana de la temperatura máxima mas baja del mes/año,string,False,°C
ti_max_n,frecuencia absoluta (nº de años con dato disponible) de la temperatura máxima mas baja del mes/año,string,False,Nº de días
ti_max_q1,primer quintil de la temperatura máxima mas baja del mes/año,string,False,°C
ti_max_q2,segundo quintil de la temperatura máxima mas baja del mes/año,string,False,°C
ti_max_q3,tercer quintil de la temperatura máxima mas baja del mes/año,string,False,°C
ti_max_q4,cuarto quintil de la temperatura máxima mas baja del mes/año,string,False,°C
ti_max_s,desviación típica de la temperatura máxima mas baja del mes/año,string,False,°C
ti_min_cv,coeficiente de variación de Pearson de la temperatura mínima mas alta del mes/año,string,False,
ti_min_max,valor máximo de la temperatura mínima mas alta del mes/año,string,False,°C
ti_min_md,media aritmética de la temperatura mínima mas alta del mes/año,string,False,°C
ti_min_min,valor mínimo de la temperatura mínima mas alta del mes/año,string,False,°C
ti_min_mn,mediana de la temperatura mínima mas alta del mes/año,string,False,°C
ti_min_n,frecuencia absoluta (nº de años con dato disponible) de la temperatura mínima mas alta del mes/año,string,False,Nº de días
ti_min_q1,primer quintil de la temperatura mínima mas alta del mes/año,string,False,°C
ti_min_q2,segundo quintil de la temperatura mínima mas alta del mes/año,string,False,°C
ti_min_q3,tercer quintil de la temperatura mínima mas alta del mes/año,string,False,°C
ti_min_q4,cuarto quintil de la temperatura mínima mas alta del mes/año,string,False,°C
ti_min_s,desviación típica de la temperatura mínima mas alta del mes/año,string,False,°C
tm_max_cv,coeficiente de variación de Pearson de la temperatura media mensual/anual de las máximas,string,False,
tm_max_max,valor máximo de la temperatura media mensual/anual de las máximas,string,False,°C
tm_max_md,media aritmética de la temperatura media mensual/anual de las máximas,string,False,°C
tm_max_min,valor mínimo de la temperatura media mensual/anual de las máximas,string,False,°C
tm_max_mn,mediana de la temperatura media mensual/anual de las máximas,string,False,°C
tm_max_n,frecuencia absoluta (nº de años con dato disponible) de la temperatura media mensual/anual de las máximas,string,False,Nº de días
tm_max_q1,primer quintil de la temperatura media mensual/anual de las máximas,string,False,°C
tm_max_q2,segundo quintil de la temperatura media mensual/anual de las máximas,string,False,°C
tm_max_q3,tercer quintil de la temperatura media mensual/anual de las máximas,string,False,°C
tm_max_q4,cuarto quintil de la temperatura media mensual/anual de las máximas,string,False,°C
tm_max_s,desviación típica de la temperatura media mensual/anual de las máximas,string,False,°C
tm_mes_cv,coeficiente de variación de Pearson de la temperatura media mensual/anual,string,False,
tm_mes_max,valor máximo de la temperatura media mensual/anual,string,False,°C
tm_mes_md,media aritmética de la temperatura media mensual/anual,string,False,°C
tm_mes_min,valor mínimo de la temperatura media mensual/anual,string,False,°C
tm_mes_mn,mediana de la temperatura media mensual/anual,string,False,°C
tm_mes_n,frecuencia absoluta (nº de años con dato disponible) de la temperatura media mensual/anual,string,False,Nº de días
tm_mes_q1,primer quintil de la temperatura media mensual/anual,string,False,°C
tm_mes_q2,segundo quintil de la temperatura media mensual/anual,string,False,°C
tm_mes_q3,tercer quintil de la temperatura media mensual/anual,string,False,°C
tm_mes_q4,cuarto quintil de la temperatura media mensual/anual,string,False,°C
tm_mes_s,desviación típica de la temperatura media mensual/anual,string,False,°C
tm_min_cv,coeficiente de variación de Pearson de la temperatura media mensual/anual de las mínimas,string,False,
tm_min_max,valor máximo de la temperatura media mensual/anual de las mínimas,string,False,°C
tm_min_md,media aritmética de la temperatura media mensual/anual de las mínimas,string,False,°C
tm_min_min,valor mínimo de la temperatura media mensual/anual de las mínimas,string,False,°C
tm_min_mn,mediana de la temperatura media mensual/anual de las mínimas,string,False,°C
tm_min_n,frecuencia absoluta (nº de años con dato disponible) de la temperatura media mensual/anual de las mínimas,string,False,Nº de días
tm_min_q1,primer quintil de la temperatura media mensual/anual de las mínimas,string,False,°C
tm_min_q2,segundo quintil de la temperatura media mensual/anual de las mínimas,string,False,°C
tm_min_q3,tercer quintil de la temperatura media mensual/anual de las mínimas,string,False,°C
tm_min_q4,cuarto quintil de la temperatura media mensual/anual de las mínimas,string,False,°C
tm_min_s,desviación típica de la temperatura media mensual/anual de las mínimas,string,False,°C
ts_10_cv,coeficiente de variación de Pearson de la temperatura media mensual/anual a 10 cm de profundidad,string,False,
ts_10_max,valor máximo de la temperatura media mensual/anual a 10 cm de profundidad,string,False,°C
ts_10_md,media aritmética de la temperatura media mensual/anual a 10 cm de profundidad,string,False,°C
ts_10_min,valor mínimo de la temperatura media mensual/anual a 10 cm de profundidad,string,False,°C
ts_10_mn,mediana de la temperatura media mensual/anual a 10 cm de profundidad,string,False,°C
ts_10_n,frecuencia absoluta (nº de años con dato disponible) de la temperatura media mensual/anual a 10 cm de profundidad,string,False,Nº de días
ts_10_q1,primer quintil de la temperatura media mensual/anual a 10 cm de profundidad,string,False,°C
ts_10_q2,segundo quintil de la temperatura media mensual/anual a 10 cm de profundidad,string,False,°C
ts_10_q3,tercer quintil de la temperatura media mensual/anual a 10 cm de profundidad,string,False,°C
ts_10_q4,cuarto quintil de la temperatura media mensual/anual a 10 cm de profundidad,string,False,°C
ts_10_s,desviación típica de la temperatura media mensual/anual a 10 cm de profundidad,string,False,°C
ts_20_cv,coeficiente de variación de Pearson de la temperatura media mensual/anual a 20 cm de profundidad,string,False,
ts_20_max,valor máximo de la temperatura media mensual/anual a 20 cm de profundidad,string,False,°C
ts_20_md,media aritmética de la temperatura media mensual/anual a 20 cm de profundidad,string,False,°C
ts_20_min,valor mínimo de la temperatura media mensual/anual a 20 cm de profundidad,string,False,°C
ts_20_mn,mediana de la temperatura media mensual/anual a 20 cm de profundidad,string,False,°C
ts_20_n,frecuencia absoluta (nº de años con dato disponible) de la temperatura media mensual/anual a 20 cm de profundidad,string,False,Nº de días
ts_20_q1,primer quintil de la temperatura media mensual/anual a 20 cm de profundidad,string,False,°C
ts_20_q2,segundo quintil de la temperatura media mensual/anual a 20 cm de profundidad,string,False,°C
ts_20_q3,tercer quintil de la temperatura media mensual/anual a 20 cm de profundidad,string,False,°C
ts_20_q4,cuarto quintil de la temperatura media mensual/anual a 20 cm de profundidad,string,False,°C
ts_20_s,desviación típica de la temperatura media mensual/anual a 20 cm de profundidad,string,False,°C
ts_50_cv,coeficiente de variación de Pearson de la temperatura media mensual/anual a 50 cm de profundidad,string,False,
ts_50_max,valor máximo de la temperatura media mensual/anual a 50 cm de profundidad,string,False,°C
ts_50_md,media aritmética de la temperatura media mensual/anual a 50 cm de profundidad,string,False,°C
ts_50_min,valor mínimo de la temperatura media mensual/anual a 50 cm de profundidad,string,False,°C
ts_50_mn,mediana de la temperatura media mensual/anual a 50 cm de profundidad,string,False,°C
ts_50_n,frecuencia absoluta (nº de años con dato disponible) de la temperatura media mensual/anual a 50 cm de profundidad,string,False,Nº de días
ts_50_q1,primer quintil de la temperatura media mensual/anual a 50 cm de profundidad,string,False,°C
ts_50_q2,segundo quintil de la temperatura media mensual/anual a 50 cm de profundidad,string,False,°C
ts_50_q3,tercer quintil de la temperatura media mensual/anual a 50 cm de profundidad,string,False,°C
ts_50_q4,cuarto quintil de la temperatura media mensual/anual a 50 cm de profundidad,string,False,°C
ts_50_s,desviación típica de la temperatura media mensual/anual a 50 cm de profundidad,string,False,°C
ts_min_cv,coeficiente de variación de Pearson de la temperatura mínima mas alta del mes/año,string,False,
ts_min_max,valor máximo de la temperatura mínima mas alta del mes/año,string,False,°C
ts_min_md,media aritmética de la temperatura mínima mas alta del mes/año,string,False,°C
ts_min_min,valor mínimo de la temperatura mínima mas alta del mes/año,string,False,°C
ts_min_mn,mediana de la temperatura mínima mas alta del mes/año,string,False,°C
ts_min_n,frecuencia absoluta (nº de años con dato disponible) de la temperatura mínima mas alta del mes/año,string,False,Nº de días
ts_min_q1,primer quintil de la temperatura mínima mas alta del mes/año,string,False,°C
ts_min_q2,segundo quintil de la temperatura mínima mas alta del mes/año,string,False,°C
ts_min_q3,tercer quintil de la temperatura mínima mas alta del mes/año,string,False,°C
ts_min_q4,cuarto quintil de la temperatura mínima mas alta del mes/año,string,False,°C
ts_min_s,desviación típica de la temperatura mínima mas alta del mes/año,string,False,°C
w_med_cv,"coeficiente de variación de Pearson de la velocidad media mensual elaborada a partir de las observaciones de 07, 13 y 18 UTC",string,False,
w_med_max,"valor máximo de la velocidad media mensual elaborada a partir de las observaciones de 07, 13 y 18 UTC",string,False,km/h
w_med_md,"media aritmética de la velocidad media mensual elaborada a partir de las observaciones de 07, 13 y 18 UTC",string,False,km/h
w_med_min,"valor mínimo de la velocidad media mensual elaborada a partir de las observaciones de 07, 13 y 18 UTC",string,False,km/h
w_med_mn,"mediana de la velocidad media mensual elaborada a partir de las observaciones de 07, 13 y 18 UTC",string,False,km/h
w_med_n,"frecuencia absoluta (nº de años con dato disponible) de la velocidad media mensual elaborada a partir de las observaciones de 07, 13 y 18 UTC",string,False,Nº de días
w_med_q1,"primer quintil de la velocidad media mensual elaborada a partir de las observaciones de 07, 13 y 18 UTC",string,False,km/h
w_med_q2,"segundo quintil de la velocidad media mensual elaborada a partir de las observaciones de 07, 13 y 18 UTC",string,False,km/h
w_med_q3,"tercer quintil de la velocidad media mensual elaborada a partir de las observaciones de 07, 13 y 18 UTC",string,False,km/h
w_med_q4,"cuarto quintil de la velocidad media mensual elaborada a partir de las observaciones de 07, 13 y 18 UTC",string,False,km/h
w_med_s,"desviación típica de la velocidad media mensual elaborada a partir de las observaciones de 07, 13 y 18 UTC",string,False,km/h
w_racha_cv,coeficiente de variación de Pearson de la velocidad de la racha máxima en el mes/año,string,False,
w_racha_max,valor máximo de la velocidad de la racha máxima en el mes/año,string,False,m/sg
w_racha_md,media aritmética de la velocidad de la racha máxima en el mes/año,string,False,m/sg
w_racha_min,valor mínimo de la velocidad de la racha máxima en el mes/año,string,False,m/sg
w_racha_mn,mediana de la velocidad de la racha máxima en el mes/año,string,False,m/sg
w_racha_n,frecuencia absoluta (nº de años con dato disponible) de la velocidad de la racha máxima en el mes/año,string,False,Nº de días
w_racha_q1,primer quintil de la velocidad de la racha máxima en el mes/año,string,False,m/sg
w_racha_q2,segundo quintil de la velocidad de la racha máxima en el mes/año,string,False,m/sg
w_racha_q3,tercer quintil de la velocidad de la racha máxima en el mes/año,string,False,m/sg
w_racha_q4,cuarto quintil de la velocidad de la racha máxima en el mes/año,string,False,m/sg
w_racha_s,desviación típica de la velocidad de la racha máxima en el mes/año,string,False,km/h
