iter	Logloss
0	0.5336275864
1	0.4459735489
2	0.366701355
3	0.3158125877
4	0.2765464783
5	0.250130043
6	0.2243826675
7	0.1936486244
8	0.1894902802
9	0.1768632698
10	0.1669667053
11	0.1564635658
12	0.1445745373
13	0.1313753128
14	0.1200375557
15	0.1140930557
16	0.1048318768
17	0.1045520973
18	0.09585039139
19	0.09005619049
20	0.08990764618
21	0.08341079712
22	0.07666398048
23	0.07174459934
24	0.06657273769
25	0.06222035408
26	0.0602400589
27	0.05688520908
28	0.05387992382
29	0.0521443367
30	0.05034013271
31	0.04748857498
32	0.04481905937
33	0.04323177338
34	0.04119262695
35	0.03939540386
36	0.03798687935
37	0.03625177383
38	0.03461670876
39	0.03293116093
40	0.03285409451
41	0.0314294982
42	0.03036171913
43	0.03012469292
44	0.02879867554
45	0.02802921295
46	0.02701272964
47	0.0261979866
48	0.02531424999
49	0.02464600325
50	0.02386104107
51	0.02375543833
52	0.02325943947
53	0.02273226261
54	0.02205652475
55	0.02164442539
56	0.02100421667
57	0.02017001152
58	0.01968443394
59	0.01920494914
60	0.01877969265
61	0.0183477211
62	0.0178973794
63	0.01750480771
64	0.01702908874
65	0.01662376761
66	0.01619715929
67	0.01581379294
68	0.01551329374
69	0.01508499503
70	0.01468735218
71	0.01433384299
72	0.01411581039
73	0.0137757194
74	0.01342826128
75	0.01315006375
76	0.01288637996
77	0.01266727328
78	0.01242399454
79	0.01214900136
80	0.01191653728
81	0.01169746876
82	0.01147946835
83	0.01121195078
84	0.01100703001
85	0.01079738021
86	0.01063126922
87	0.01049741983
88	0.01034888148
89	0.01018037081
90	0.0100099051
91	0.009846524
92	0.009711978436
93	0.009572446346
94	0.00944530189
95	0.009295554161
96	0.009178655148
97	0.009106621146
98	0.008961205482
99	0.008879262805
100	0.008750636578
101	0.008621532917
102	0.008503307104
103	0.008502914906
104	0.008362799883
105	0.008231754899
106	0.008136370182
107	0.008027541637
108	0.007918292284
109	0.007783798575
110	0.007678631544
111	0.007571129799
112	0.00745844245
113	0.007361956835
114	0.007310283184
115	0.007223718166
116	0.007162772417
117	0.007087883949
118	0.007036184072
119	0.006957398653
120	0.006899493933
121	0.006846699715
122	0.006765530705
123	0.00668702364
124	0.006604799032
125	0.006516371965
126	0.00644967556
127	0.006400899887
128	0.006322801113
129	0.00624949038
130	0.0061992836
131	0.006127541065
132	0.006104200482
133	0.006050078869
134	0.005993673801
135	0.005932583213
136	0.005872855186
137	0.005822086334
138	0.005755109191
139	0.00569555819
140	0.005647727847
141	0.005593047142
142	0.005541306734
143	0.005501234531
144	0.005461834669
145	0.00540507257
146	0.005358508229
147	0.005321863294
148	0.005280226469
149	0.005238251686
150	0.005195311308
151	0.005129799843
152	0.00508926034
153	0.005048686266
154	0.00500264585
155	0.004955791831
156	0.00491630733
157	0.004884646535
158	0.004847370684
159	0.004821964502
160	0.004798397422
161	0.004757241607
162	0.004718632102
163	0.004667885602
164	0.004630118012
165	0.004602132738
166	0.004575062394
167	0.004547359347
168	0.004511753917
169	0.00447976768
170	0.004444615245
171	0.004422112703
172	0.004385950863
173	0.004352858663
174	0.004324986041
175	0.00428668499
176	0.004254543185
177	0.004225489199
178	0.004196832776
179	0.004163396955
180	0.004131985903
181	0.004104842246
182	0.004076669216
183	0.004047573209
184	0.004012932181
185	0.003990904391
186	0.003965411484
187	0.003933890462
188	0.003905904591
189	0.003880732954
190	0.003860845566
191	0.00383349061
192	0.003808025718
193	0.003783391714
194	0.003757717609
195	0.003735748529
196	0.003717341423
197	0.003693700433
198	0.003666188717
199	0.003637541533
200	0.003616473675
201	0.003597440422
202	0.003571952879
203	0.003555656075
204	0.003535360694
205	0.003515883982
206	0.003499147296
207	0.003476260006
208	0.00345346868
209	0.003453406692
210	0.003433423042
211	0.003416102529
212	0.003393338919
213	0.003366869092
214	0.00335180223
215	0.003330824375
216	0.003312127888
217	0.003295779526
218	0.003282357454
219	0.003263636827
220	0.003246144056
221	0.003230628669
222	0.003211196065
223	0.003196291327
224	0.003184269369
225	0.003163920045
226	0.003142940998
227	0.003122595847
228	0.003103895187
229	0.003087372184
230	0.003068269193
231	0.003054994047
232	0.003040314317
233	0.003023574948
234	0.003007721603
235	0.002991748452
236	0.002976298928
237	0.002961862087
238	0.002945930362
239	0.00293110162
240	0.002917599976
241	0.00290230453
242	0.002889127731
243	0.002875655591
244	0.002870457768
245	0.002855456471
246	0.002841838896
247	0.002827727795
248	0.002814651132
249	0.002801981568
