iter	Passed	Remaining
306	503	1135
307	504	1134
308	506	1132
309	508	1131
310	509	1129
311	511	1127
312	512	1125
313	514	1123
314	516	1122
315	517	1119
316	518	1117
317	520	1116
318	521	1113
319	523	1111
320	524	1110
321	526	1108
322	528	1106
323	529	1104
324	530	1102
325	532	1100
326	533	1098
327	535	1097
328	537	1095
329	538	1093
330	540	1092
331	541	1090
332	543	1089
333	545	1087
334	547	1086
335	548	1084
336	550	1082
337	551	1080
338	553	1079
339	555	1077
340	556	1076
341	558	1074
342	560	1072
343	561	1070
344	562	1068
345	564	1067
346	566	1065
347	568	1064
348	569	1062
349	571	1060
350	572	1059
351	574	1057
352	576	1055
353	577	1053
354	579	1052
355	580	1050
356	582	1049
357	584	1047
358	585	1045
359	587	1044
360	588	1042
361	590	1041
362	592	1039
363	594	1038
364	595	1036
365	597	1034
366	598	1032
367	600	1030
368	601	1029
369	603	1027
370	604	1025
371	606	1023
372	607	1021
373	609	1019
374	611	1018
375	612	1016
376	614	1014
377	615	1013
378	617	1011
379	618	1009
380	620	1008
381	622	1006
382	623	1004
383	625	1003
384	627	1001
385	628	999
386	630	998
387	632	996
388	633	995
389	635	993
390	636	991
391	638	990
392	640	988
393	642	987
394	643	985
395	645	983
396	646	982
397	648	980
398	649	978
399	651	977
400	652	975
401	654	974
402	656	972
403	657	970
404	659	968
405	661	967
406	663	966
407	664	964
408	666	963
409	668	961
410	669	959
411	671	957
412	672	956
413	674	954
414	676	953
415	677	951
416	679	950
417	681	948
418	683	947
419	684	945
420	685	943
421	687	941
422	688	939
423	690	938
424	692	936
425	694	935
426	695	933
427	697	931
428	698	929
429	700	928
430	701	926
431	703	924
432	705	923
433	706	921
434	708	919
435	709	917
436	710	915
437	712	914
438	714	912
439	715	911
440	717	909
441	719	907
442	720	906
443	721	904
444	723	902
445	725	900
446	726	899
447	728	897
448	730	895
449	731	894
450	733	892
451	735	891
452	736	889
453	738	887
454	739	886
455	741	884
456	742	882
457	744	880
458	745	879
459	747	877
460	749	875
461	750	874
462	752	872
463	754	871
464	755	869
465	757	867
466	759	866
467	760	864
468	762	863
469	763	861
470	765	859
471	766	857
472	768	856
473	769	854
474	771	852
475	773	850
476	774	849
477	776	847
478	777	846
479	779	844
480	781	842
481	782	841
482	784	839
483	786	838
484	787	836
485	789	835
486	791	833
487	792	831
488	794	830
489	796	828
490	797	826
491	799	825
492	800	823
493	802	821
494	803	820
495	805	818
496	807	817
497	809	815
498	810	814
499	812	812
500	814	810
501	815	809
502	817	807
503	819	806
504	820	804
505	822	803
506	824	801
507	826	800
508	827	798
509	829	796
510	830	795
511	832	793
512	834	791
513	835	790
514	837	788
515	839	787
516	840	785
517	842	783
518	843	782
519	845	780
520	847	779
521	848	777
522	850	775
523	851	773
524	853	772
525	855	770
526	856	769
527	858	767
528	860	765
529	861	764
530	863	762
531	865	761
532	867	759
533	868	758
534	870	756
535	872	755
536	874	753
537	875	751
538	877	750
539	878	748
540	880	747
541	882	745
542	883	743
543	884	741
544	886	740
545	888	738
546	890	737
547	891	735
548	893	733
549	894	732
550	896	730
551	897	728
552	899	727
553	901	725
554	902	723
555	904	722
556	906	720
557	908	719
558	909	717
559	910	715
560	912	714
561	914	712
562	915	710
563	917	709
564	919	707
565	920	705
566	922	704
567	924	702
568	925	701
569	927	699
570	929	698
571	931	696
572	932	695
573	934	693
574	936	691
575	937	690
576	939	688
577	940	686
578	942	685
579	943	683
580	945	682
581	947	680
582	949	678
583	950	677
584	952	675
585	954	674
586	955	672
587	957	670
588	959	669
589	960	667
590	962	666
591	964	664
592	965	662
593	967	661
594	968	659
595	970	657
596	972	656
597	973	654
598	975	652
599	976	651
600	978	649
601	980	648
602	981	646
603	983	644
604	985	643
605	987	641
606	988	640
607	990	638
608	991	636
609	993	635
610	995	633
611	996	632
612	998	630
613	1000	628
614	1001	626
615	1003	625
616	1004	623
617	1006	622
618	1008	620
619	1010	619
620	1011	617
621	1013	615
622	1015	614
623	1016	612
624	1018	611
625	1020	609
626	1021	607
627	1023	606
628	1024	604
629	1026	602
630	1028	601
631	1029	599
632	1031	597
633	1032	596
634	1034	594
635	1035	592
636	1037	591
637	1038	589
638	1040	587
639	1041	585
640	1043	584
641	1045	582
642	1046	581
643	1048	579
644	1049	577
645	1051	576
646	1052	574
647	1054	572
648	1056	571
649	1057	569
650	1059	567
651	1061	566
652	1062	564
653	1064	563
654	1066	561
655	1067	559
656	1069	558
657	1070	556
658	1072	554
659	1073	553
660	1075	551
661	1077	549
662	1078	548
663	1079	546
664	1081	544
665	1083	543
666	1084	541
667	1085	539
668	1087	538
669	1089	536
670	1090	534
671	1092	533
672	1093	531
673	1095	529
674	1096	528
675	1098	526
676	1100	525
677	1102	523
678	1103	521
679	1105	520
680	1106	518
681	1108	516
682	1109	515
683	1111	513
684	1113	511
685	1114	510
686	1116	508
687	1118	507
688	1119	505
689	1121	503
690	1124	502
691	1126	501
692	1127	499
693	1129	497
694	1130	496
695	1132	494
696	1134	493
697	1136	491
698	1138	490
699	1139	488
700	1141	486
701	1142	485
702	1144	483
703	1145	481
704	1147	480
705	1149	478
706	1151	477
707	1152	475
708	1154	473
709	1156	472
710	1158	470
711	1159	469
712	1161	467
713	1162	465
714	1164	464
715	1165	462
716	1167	460
717	1168	459
718	1170	457
719	1172	455
720	1173	454
721	1175	452
722	1177	451
723	1178	449
724	1180	447
725	1182	446
726	1184	444
727	1185	443
728	1187	441
729	1189	439
730	1191	438
731	1192	436
732	1194	435
733	1196	433
734	1197	431
735	1199	430
736	1201	428
737	1202	426
738	1204	425
739	1205	423
740	1207	422
741	1209	420
742	1211	419
743	1213	417
744	1214	415
745	1216	414
746	1217	412
747	1219	410
748	1220	409
749	1222	407
750	1224	405
751	1225	404
752	1227	402
753	1229	400
754	1230	399
755	1232	397
756	1233	396
757	1235	394
758	1237	392
759	1239	391
760	1240	389
761	1242	387
762	1244	386
763	1246	384
764	1247	383
765	1249	381
766	1250	379
767	1252	378
768	1254	376
769	1255	375
770	1257	373
771	1259	371
772	1261	370
773	1263	368
774	1264	367
775	1266	365
776	1268	363
777	1269	362
778	1271	360
779	1273	359
780	1274	357
781	1276	355
782	1277	354
783	1279	352
784	1281	350
785	1283	349
786	1284	347
787	1286	346
788	1287	344
789	1289	342
790	1291	341
791	1293	339
792	1294	337
793	1296	336
794	1297	334
795	1299	333
796	1301	331
797	1302	329
798	1303	328
799	1305	326
800	1307	324
801	1309	323
802	1310	321
803	1312	319
804	1314	318
805	1315	316
806	1317	315
807	1318	313
808	1320	311
809	1322	310
810	1323	308
811	1325	306
812	1327	305
813	1329	303
814	1330	302
815	1332	300
816	1334	298
817	1336	297
818	1337	295
819	1338	293
820	1340	292
821	1342	290
822	1343	288
823	1345	287
824	1346	285
825	1348	284
826	1350	282
827	1351	280
828	1353	279
829	1355	277
830	1356	275
831	1358	274
832	1360	272
833	1361	271
834	1363	269
835	1365	267
836	1366	266
837	1368	264
838	1370	262
839	1372	261
840	1373	259
841	1375	258
842	1376	256
843	1378	254
844	1379	253
845	1381	251
846	1383	249
847	1385	248
848	1386	246
849	1388	245
850	1390	243
851	1392	241
852	1393	240
853	1395	238
854	1397	236
855	1398	235
856	1400	233
857	1402	232
858	1403	230
859	1405	228
860	1407	227
861	1408	225
862	1410	223
863	1412	222
864	1413	220
865	1415	218
866	1416	217
867	1418	215
868	1419	213
869	1421	212
870	1422	210
871	1424	209
872	1426	207
873	1427	205
874	1429	204
875	1431	202
876	1433	200
877	1434	199
878	1436	197
879	1438	196
880	1439	194
881	1441	192
882	1443	191
883	1444	189
884	1446	187
885	1447	186
886	1449	184
887	1451	183
888	1452	181
889	1454	179
890	1455	178
891	1457	176
892	1458	174
893	1460	173
894	1462	171
895	1463	169
896	1465	168
897	1466	166
898	1468	164
899	1469	163
900	1471	161
901	1472	160
902	1474	158
903	1475	156
904	1477	155
905	1478	153
906	1480	151
907	1481	150
908	1483	148
909	1485	146
910	1486	145
911	1488	143
912	1490	142
913	1491	140
914	1493	138
915	1494	137
916	1496	135
917	1497	133
918	1499	132
919	1501	130
920	1503	128
921	1505	127
922	1506	125
923	1508	124
924	1510	122
925	1511	120
926	1513	119
927	1514	117
928	1516	115
929	1518	114
930	1519	112
931	1521	111
932	1522	109
933	1524	107
934	1526	106
935	1527	104
936	1529	102
937	1531	101
938	1532	99
939	1534	97
940	1535	96
941	1537	94
942	1539	93
943	1540	91
944	1542	89
945	1544	88
946	1545	86
947	1547	84
948	1549	83
949	1550	81
950	1552	79
951	1553	78
952	1555	76
953	1557	75
954	1558	73
955	1560	71
956	1562	70
957	1564	68
958	1565	66
959	1567	65
960	1568	63
961	1570	62
962	1572	60
963	1573	58
964	1575	57
965	1576	55
966	1578	53
967	1579	52
968	1581	50
969	1583	48
970	1584	47
971	1586	45
972	1588	44
973	1589	42
974	1591	40
975	1593	39
976	1594	37
977	1596	35
978	1597	34
979	1599	32
980	1601	31
981	1602	29
982	1603	27
983	1605	26
984	1606	24
985	1608	22
986	1610	21
987	1611	19
988	1612	17
989	1614	16
990	1615	14
991	1617	13
992	1618	11
993	1620	9
994	1622	8
995	1623	6
996	1625	4
997	1626	3
998	1628	1
999	1629	0
