iter	RMSE
128	0.244436388
129	0.2440100829
130	0.2436927215
131	0.2433008429
132	0.2428170245
133	0.242192076
134	0.2417673711
135	0.2414059817
136	0.2409463563
137	0.240390636
138	0.2398872835
139	0.239520814
140	0.2390334607
141	0.2384982539
142	0.2382484414
143	0.2377647877
144	0.2373155477
145	0.236837721
146	0.2364456507
147	0.2359274489
148	0.2354982292
149	0.2349307283
150	0.2347104473
151	0.2344792221
152	0.2343015933
153	0.2340758692
154	0.2337847507
155	0.2334426663
156	0.2330179978
157	0.2327884082
158	0.2325968788
159	0.2319946891
160	0.2316997914
161	0.2313283303
162	0.2309100888
163	0.2306329579
164	0.2302976216
165	0.2299408487
166	0.2295904362
167	0.2294597349
168	0.2291164143
169	0.228860392
170	0.2283879625
171	0.2281952409
172	0.227853228
173	0.2274365313
174	0.2271645906
175	0.2267858831
176	0.2265565215
177	0.2262741088
178	0.2259321837
179	0.2258005487
180	0.2254308345
181	0.2252748018
182	0.2250050045
183	0.224704205
184	0.224373108
185	0.2240211747
186	0.2238329853
187	0.2236279748
188	0.2232394054
189	0.2229647635
190	0.2227491077
191	0.2225602319
192	0.222260665
193	0.2218801264
194	0.2217902075
195	0.2215046951
196	0.2212778842
197	0.2210880282
198	0.2210195372
199	0.2207299551
200	0.2205676294
201	0.2203367719
202	0.220142333
203	0.2199891861
204	0.2197821789
205	0.219497976
206	0.2192807756
207	0.2189547814
208	0.2186500601
209	0.2182830858
210	0.2181014158
211	0.2179457326
212	0.2176471067
213	0.2174315114
214	0.2172941349
215	0.2169725612
216	0.2167164918
217	0.2165680621
218	0.216328553
219	0.2159052711
220	0.2157515496
221	0.2154943863
222	0.215303461
223	0.2149505914
224	0.2147685556
225	0.2147185813
226	0.2144330723
227	0.2140974162
228	0.2138726968
229	0.2137381579
230	0.2136038327
231	0.2131684357
232	0.2130191793
233	0.2128151661
234	0.2125630852
235	0.2124517789
236	0.2122018893
237	0.2121257954
238	0.2121257529
239	0.2120443547
240	0.2119678113
241	0.2115820337
242	0.2114965747
243	0.2112404907
244	0.2108911444
245	0.2107575047
246	0.2106578284
247	0.2105160309
248	0.2103112665
249	0.2101429737
250	0.2100093234
251	0.209705139
252	0.209591037
253	0.2094295469
254	0.2092816282
255	0.2090694079
256	0.2088181521
257	0.2087487935
258	0.2085904695
259	0.2085013787
260	0.2082456646
261	0.207840654
262	0.2076504309
263	0.2074741314
264	0.2074418455
265	0.2072922248
266	0.2071374976
267	0.2070256773
268	0.206971168
269	0.2066872095
270	0.2065635885
271	0.2063241227
272	0.2059538824
273	0.205815521
274	0.2055990154
275	0.205422837
276	0.2052168706
277	0.2050706224
278	0.2049293843
279	0.2048087865
280	0.2045131313
281	0.2042867271
282	0.2041166729
283	0.2038087176
284	0.2037131029
285	0.203580296
286	0.2035020864
287	0.2033381726
288	0.2030520976
289	0.2029542303
290	0.2027738978
291	0.2026024699
292	0.2022266642
293	0.2021589964
294	0.2018914532
295	0.2016193425
296	0.2013671093
297	0.2011455949
298	0.2008749548
299	0.2007137813
300	0.200601674
301	0.20044563
302	0.2002447342
303	0.2000669181
304	0.1998784166
305	0.1997429928
306	0.1996183514
307	0.1994614373
308	0.1992627128
309	0.1989461292
310	0.1988532915
311	0.1985980991
312	0.1984320713
313	0.1981727031
314	0.1981101126
315	0.1979945224
316	0.1978694703
317	0.1977283496
318	0.1975071411
319	0.1972730473
320	0.1971106264
321	0.1969972657
322	0.196787697
323	0.1966396467
324	0.1964954644
325	0.1962538859
326	0.1961631238
327	0.1958592143
328	0.1957462717
329	0.1956279457
330	0.1954775831
331	0.1953087781
332	0.1951262039
333	0.1950678466
334	0.1948627167
335	0.1946929147
336	0.1945748252
337	0.1944346923
338	0.1942327391
339	0.1941204837
340	0.1939452984
341	0.1938336291
342	0.1936681176
343	0.1935323538
344	0.1934518093
345	0.1933673309
346	0.1932399421
347	0.1931030542
348	0.1929536836
349	0.1928465243
350	0.1926849342
351	0.1925798041
352	0.1924076385
353	0.1920997916
354	0.1920290132
355	0.1919072952
356	0.1917058248
357	0.1915357268
358	0.1913506237
359	0.1910438517
360	0.1909731762
361	0.1908319369
362	0.1906954711
363	0.1905886558
364	0.190488319
365	0.1903351496
366	0.1902415639
367	0.1901132655
368	0.190014028
369	0.1898574378
370	0.1897058229
371	0.1894933356
372	0.1892785274
373	0.189143518
374	0.1890451062
375	0.1888655411
376	0.188663448
377	0.1885217556
378	0.1884216039
379	0.1883026142
380	0.1881925997
381	0.1879506842
382	0.1879003878
383	0.1877465989
384	0.1875977703
385	0.1875334985
386	0.187449699
387	0.1871720268
388	0.1870838943
389	0.1870309422
390	0.1868587931
391	0.1868164734
392	0.1867482463
393	0.1866868014
394	0.1866209342
395	0.1865288906
396	0.186395161
397	0.1862423122
398	0.1861171325
399	0.186031583
400	0.1859211015
401	0.1857629033
402	0.1856529833
403	0.1855946448
404	0.1855261409
405	0.1854549198
406	0.1852933022
407	0.1850123775
408	0.184820758
409	0.1845944489
410	0.1844931764
411	0.1843702633
412	0.1842772383
413	0.1839310962
414	0.1838466813
415	0.1837792476
416	0.1836418208
417	0.1836052105
418	0.1835382407
419	0.1833404427
420	0.1833032976
421	0.1832035347
422	0.1830677878
423	0.1828839318
424	0.1826740461
425	0.1825813811
426	0.1824611888
427	0.1823382454
428	0.1821575704
429	0.1820081796
430	0.1819291138
431	0.181864772
432	0.1817376548
433	0.181688697
434	0.1816303149
435	0.1812608682
436	0.1812018049
437	0.1809842025
438	0.1809343725
439	0.1808168851
440	0.180749759
441	0.1806396078
442	0.1805499467
443	0.1803608147
444	0.1802175706
445	0.1800805216
446	0.1798926155
447	0.179695081
448	0.1796490327
449	0.179591498
450	0.1795084647
451	0.1793663888
452	0.1792918626
453	0.1791034041
454	0.1790443598
455	0.178926775
456	0.1788237853
457	0.1787638113
458	0.178680017
459	0.1785906662
460	0.1785169044
461	0.1784776447
462	0.1784207583
463	0.1783124021
464	0.1781812567
465	0.1781128884
466	0.1780547291
467	0.1779392206
468	0.1778461006
469	0.1776988025
470	0.1775932165
471	0.1775587404
472	0.1775034684
473	0.1774496494
474	0.1771900021
475	0.1771430844
476	0.1769126651
477	0.1768285692
478	0.1767142054
479	0.1766047953
480	0.1765671185
481	0.1764048752
482	0.176245027
483	0.1761764521
484	0.1760106368
485	0.1759658163
486	0.1758259518
487	0.1757573529
488	0.1755958964
489	0.1754421254
490	0.1753107535
491	0.1751947451
492	0.1751440614
493	0.1749554585
494	0.1748753378
495	0.1748143789
496	0.174732704
497	0.1745771288
498	0.1744316058
499	0.1742493736
500	0.1741791949
501	0.1740924457
502	0.1739547659
503	0.1738611433
504	0.1737651312
505	0.1735176465
506	0.1733730193
507	0.1732886462
508	0.1731708574
509	0.1730645858
510	0.172976299
511	0.1728503481
512	0.1725937425
513	0.1725034353
514	0.1723688724
515	0.1720958799
516	0.1720112212
517	0.17196482
518	0.1719359076
519	0.1718604267
520	0.1717465037
521	0.1716738197
522	0.1715462511
523	0.1713823568
524	0.1712697448
525	0.1710188748
526	0.1709308428
527	0.1708067833
528	0.1707565487
529	0.1706314191
530	0.1705251761
531	0.1703607357
532	0.1702282025
533	0.1701578898
534	0.1700130052
535	0.1698517048
536	0.1697561495
537	0.1696945433
538	0.1695667889
539	0.1694387908
540	0.169405825
541	0.1692715294
542	0.1691427499
543	0.1690898516
544	0.1689167855
545	0.1688389699
546	0.1688031134
547	0.1685918924
548	0.1684564218
549	0.1683267187
550	0.1682810158
551	0.1682213165
552	0.168085256
553	0.1679743162
554	0.1678890905
555	0.1676826322
556	0.1676241248
557	0.1675398235
558	0.1674229773
559	0.1673798051
560	0.1673238355
561	0.1672409108
562	0.1671964631
563	0.1670596148
564	0.166970073
565	0.1669317245
566	0.1668273438
567	0.166759106
568	0.166707139
569	0.1666170336
570	0.166481705
571	0.1664212978
572	0.1662770647
573	0.1662263844
574	0.1661485748
575	0.1660379334
576	0.1659536985
577	0.1658957284
578	0.1658132504
579	0.1657287778
580	0.1656874745
581	0.1655639866
582	0.1654946708
583	0.1653126902
584	0.1652266028
585	0.16502586
586	0.1648910733
587	0.1647765907
588	0.1646948786
589	0.1646554371
590	0.1646391312
591	0.164461706
592	0.164349921
593	0.1643310867
594	0.1642645204
595	0.1641391364
596	0.1640543181
597	0.1639405796
598	0.1638558915
599	0.1637609051
600	0.1636926821
601	0.1635603447
602	0.1634493311
603	0.1634311391
604	0.1632652481
605	0.1631706694
606	0.1630012156
607	0.1629621496
608	0.1628683489
609	0.1628060505
610	0.162715975
611	0.162627002
612	0.1625652729
613	0.1624477518
614	0.1624163527
615	0.1623364554
616	0.1621203288
617	0.1620836699
618	0.1619522247
619	0.1619068456
620	0.161864103
621	0.1617187552
622	0.1616060759
623	0.1615691687
624	0.161484732
625	0.1614146191
626	0.1612970865
627	0.1611383926
628	0.160997309
629	0.1608964371
630	0.1608421059
631	0.1607457905
632	0.1606963573
633	0.1606356944
634	0.1605585817
635	0.1603553792
636	0.1602383976
637	0.1601484366
638	0.1600214644
639	0.1600030739
640	0.1599167291
641	0.1598478293
642	0.1597750765
643	0.1595664916
644	0.1595088732
645	0.1593851283
646	0.1593062881
647	0.159233019
648	0.159106182
649	0.1590193999
650	0.1589669311
651	0.1588982399
652	0.1588787573
653	0.1587022326
654	0.1586702257
655	0.1584825852
656	0.1583581905
657	0.1582367276
658	0.1581988376
659	0.1580930499
660	0.1580321123
661	0.1580230789
662	0.1579864732
663	0.1579116195
664	0.1578938997
665	0.1577100931
666	0.1576128125
667	0.1574899664
668	0.1574372092
669	0.1573459403
670	0.1572585685
671	0.157169055
672	0.1570916123
673	0.1570288146
674	0.1569789725
675	0.1569515279
676	0.1568596695
677	0.1566738045
678	0.1565986067
679	0.1565029715
680	0.1564549567
681	0.1563497226
682	0.1563214118
683	0.1561552116
684	0.1560946027
685	0.1560445992
686	0.1559009724
687	0.1558769203
688	0.155798685
689	0.1557404385
690	0.1556687069
691	0.1555581238
692	0.1554909455
693	0.1554327921
694	0.1553684019
695	0.1552890168
696	0.1552226643
697	0.1551360997
698	0.1549006229
699	0.1548250713
700	0.1546654333
701	0.1544789332
702	0.1544113801
703	0.1543102575
704	0.1541672585
705	0.1541248213
706	0.1540447526
707	0.153890402
708	0.1538436894
709	0.1537696032
710	0.1535913581
711	0.1535026043
712	0.1534352298
713	0.1533694134
714	0.1531867506
715	0.1530503019
716	0.1529745512
717	0.1529063246
718	0.1527566546
719	0.1527168104
720	0.1526289406
721	0.1525953412
722	0.1524837088
723	0.1523981311
724	0.1522685262
725	0.1522233382
726	0.1521635075
727	0.1521036173
728	0.1519304419
729	0.1518206205
730	0.1517351678
731	0.1517026682
732	0.1515996303
733	0.1515388124
734	0.1514205893
735	0.1513658559
736	0.1513278562
737	0.1512959242
738	0.1511809033
739	0.1510458847
740	0.1509906256
741	0.1509727315
742	0.1509315316
743	0.1508670774
744	0.1508105972
745	0.1507960811
746	0.1507567369
747	0.1507375608
748	0.15063243
749	0.1504634425
750	0.1504337192
751	0.1503778686
752	0.1503204192
753	0.1502262472
754	0.1501731252
755	0.1501458087
756	0.150004216
757	0.1499589637
758	0.1499462167
759	0.1499007135
760	0.1498505989
761	0.1497485203
762	0.1496258699
763	0.1495275553
764	0.1494570117
765	0.1494368498
766	0.1492887832
767	0.1492227371
768	0.1491121701
769	0.1490568111
770	0.148936841
771	0.1487881532
772	0.1486749969
773	0.1485602896
774	0.1485319577
775	0.1484853002
776	0.1483601351
777	0.1482478727
778	0.1481623109
779	0.1481232326
780	0.1480859796
781	0.1479577348
782	0.1478779932
783	0.1478017418
784	0.1477438607
785	0.147660475
786	0.1475768523
787	0.1475245572
788	0.147446514
789	0.1474158935
790	0.1473805273
791	0.1473331485
792	0.1472646336
793	0.1472384618
794	0.1471812022
795	0.1470075062
796	0.146938389
797	0.1468971058
798	0.1467641178
799	0.1467138135
800	0.1465899771
801	0.1464474743
802	0.1463600022
803	0.1462936231
804	0.146246553
805	0.1461235392
806	0.1460370346
807	0.145966468
808	0.1458674465
809	0.1457890635
810	0.1456115347
811	0.1455922006
812	0.1455828264
813	0.1455260724
814	0.1453857096
815	0.1453675322
816	0.1453383476
817	0.1452726395
818	0.1451686179
819	0.1451079789
820	0.1450391299
821	0.1449900653
822	0.1449415617
823	0.1447565432
824	0.1446901271
825	0.1446125807
826	0.1445464192
827	0.1444352786
828	0.1443621261
829	0.144331162
830	0.1441782131
831	0.1440622037
832	0.1439906189
833	0.1439009059
834	0.1438420151
835	0.143787919
836	0.1437434962
837	0.1436939898
838	0.143668443
839	0.1436413383
840	0.1435089001
841	0.1434611019
842	0.1433171067
843	0.143249641
844	0.1432269486
845	0.1431331682
846	0.1429998177
847	0.1429464447
848	0.1429164729
849	0.142838691
850	0.1428226777
851	0.1427423936
852	0.1426898781
853	0.1426721124
854	0.1426384522
855	0.1425357287
856	0.1425001759
857	0.1424320316
858	0.1423637221
859	0.1423359675
860	0.1422627467
861	0.1422278161
862	0.1421496953
863	0.1420809503
864	0.1420360513
865	0.1419101284
866	0.1417744593
867	0.1417149829
868	0.1416064479
869	0.1415447038
870	0.1414438851
871	0.1413998221
872	0.1413038608
873	0.1412960083
874	0.1412360583
875	0.1411633042
876	0.1410365845
877	0.1410338024
878	0.1408384141
879	0.1407844202
880	0.1406612458
881	0.1405675683
882	0.1404559269
883	0.1404007669
884	0.1403731185
885	0.1402018639
886	0.1400255005
887	0.139901504
888	0.1398674695
889	0.1398597054
890	0.1397813171
891	0.1396994781
892	0.1396184838
893	0.1395702524
894	0.1394836549
895	0.139426659
896	0.1393583287
897	0.1392479157
898	0.1392047697
899	0.1391246574
900	0.1390254004
901	0.138910027
902	0.1388569264
903	0.1388256582
904	0.1387188952
905	0.1386796997
906	0.1386451991
907	0.1386116082
908	0.1385313277
909	0.13846878
910	0.1384386126
911	0.1383775503
912	0.1383099113
913	0.1382615759
914	0.1382102188
915	0.1381516749
916	0.1380758105
917	0.1380030135
918	0.1379199529
919	0.13785133
920	0.1377907318
921	0.1377345484
922	0.1376916614
923	0.1376910261
924	0.1376099291
925	0.1375826662
926	0.1375439926
927	0.1374711693
928	0.1374294666
929	0.1373356916
930	0.1372853635
931	0.1372313166
932	0.1371471062
933	0.1370992724
934	0.1370886835
935	0.1370349302
936	0.1369597412
937	0.1368904578
938	0.1368350373
939	0.1367147985
940	0.1366405036
941	0.1365610393
942	0.1364815249
943	0.1364278878
944	0.1363737931
945	0.1362807843
946	0.1362204354
947	0.1360812842
948	0.1359925209
949	0.1359753741
950	0.1358808234
951	0.1358403133
952	0.1357519254
953	0.1356748215
954	0.1356320071
955	0.1355718085
956	0.135533034
957	0.1353851124
958	0.1353346278
959	0.1353052947
960	0.1352329998
961	0.1351694996
962	0.1350988155
963	0.1350779148
964	0.1349874972
965	0.1349509682
966	0.1349112254
967	0.1348473605
968	0.1348019459
969	0.1347523273
970	0.1346748958
971	0.1346234843
972	0.1345506849
973	0.1345251734
974	0.1344716333
975	0.1343823132
976	0.1343392895
977	0.1342742277
978	0.1341940808
979	0.134136959
980	0.1340735359
981	0.1340461997
982	0.1340194139
983	0.1339674972
984	0.1338459991
985	0.1338186981
986	0.1338064781
987	0.1337431293
988	0.1336841327
989	0.1335398122
990	0.1334701476
991	0.1333827563
992	0.1333691157
993	0.1333275906
994	0.1332780831
995	0.1332335077
996	0.1331600341
997	0.1330646596
998	0.1330320611
999	0.1329613791
1000	0.1329375001
1001	0.1328133169
1002	0.1327817379
1003	0.1327198528
1004	0.1326933546
1005	0.1326537334
1006	0.1325987304
1007	0.1325388378
1008	0.1323898268
1009	0.1323515949
1010	0.1323416526
1011	0.1323407532
1012	0.1323118306
1013	0.1322585678
1014	0.132180685
1015	0.1320844713
1016	0.1320197306
1017	0.1319815956
1018	0.1318977557
1019	0.1318316147
1020	0.1317683184
1021	0.1316568768
1022	0.1315623547
1023	0.1315039924
1024	0.1314799554
1025	0.1314795308
1026	0.1314166733
1027	0.1314002287
1028	0.1313231163
1029	0.1312374766
1030	0.1311777486
1031	0.1311111506
1032	0.1310478999
1033	0.1309253728
1034	0.1308224485
1035	0.1307511254
1036	0.1306721984
1037	0.1306676367
1038	0.1306239865
1039	0.1304836639
1040	0.1304610537
1041	0.1303789571
1042	0.1303324133
1043	0.1302794952
1044	0.130173624
1045	0.1301168617
1046	0.1300668785
1047	0.1299998715
1048	0.1299659617
1049	0.1299405799
1050	0.1298161079
1051	0.1297391552
1052	0.1295944977
1053	0.1295089922
1054	0.1295086068
1055	0.1294533384
1056	0.1294387125
1057	0.1293722071
1058	0.1293137334
1059	0.1292853135
1060	0.1292235093
1061	0.129179245
1062	0.1291184492
1063	0.1290635516
1064	0.1289978006
1065	0.1289501861
1066	0.128911837
1067	0.1288259205
1068	0.1287176426
1069	0.1286669651
1070	0.1285628803
1071	0.1285049089
1072	0.1284320086
1073	0.1284168873
1074	0.1283418178
1075	0.1283038872
1076	0.1282839717
1077	0.1282379471
1078	0.1281067753
1079	0.1280444586
1080	0.1279192901
1081	0.1278619063
1082	0.1277974337
1083	0.1277710707
1084	0.1277105869
1085	0.1276316091
1086	0.1275828781
1087	0.1275560249
1088	0.1274988136
1089	0.1274150367
1090	0.1273696734
1091	0.1273617536
1092	0.1272823735
1093	0.1271840962
1094	0.1271796282
1095	0.1271044137
1096	0.1270715041
1097	0.126989485
1098	0.1269530132
1099	0.1268806192
1100	0.1268317249
1101	0.1268169344
1102	0.1267743047
1103	0.1267363519
1104	0.1266232059
1105	0.1266060518
1106	0.1265430485
1107	0.1264900898
1108	0.1264873759
1109	0.1264455947
1110	0.1263814334
1111	0.12634394
1112	0.1262737609
1113	0.1261500963
1114	0.126124673
1115	0.1261032547
1116	0.1260076548
1117	0.1259939635
1118	0.1258674673
1119	0.125823308
1120	0.125752379
1121	0.1256883488
1122	0.1256472993
1123	0.125591287
1124	0.1254843535
1125	0.1254390673
1126	0.1253754936
1127	0.1252908819
1128	0.1252298499
1129	0.125163872
1130	0.1251543027
1131	0.1250819031
1132	0.1250389418
1133	0.1249843717
1134	0.1249245823
1135	0.1248447143
1136	0.1247757171
1137	0.1247519945
1138	0.1247003204
1139	0.1246688948
1140	0.1246072132
1141	0.1245489902
1142	0.1245263741
1143	0.1245076776
1144	0.1244201473
1145	0.1244143157
1146	0.1243170493
1147	0.1241962621
1148	0.1241657309
1149	0.1241185257
1150	0.1240893439
1151	0.1240332635
1152	0.1239623617
1153	0.123956915
1154	0.1239178502
1155	0.1238257071
1156	0.123792136
1157	0.1237786064
1158	0.1237092918
1159	0.1237017069
1160	0.1236734333
1161	0.1236732071
1162	0.1235802696
1163	0.1234962974
1164	0.1233772955
1165	0.1233253247
1166	0.1232923371
1167	0.1232658312
1168	0.1232172284
1169	0.1231522569
1170	0.1230856956
1171	0.1229878722
1172	0.1229785696
1173	0.1229491014
1174	0.1228957393
1175	0.1228697314
1176	0.1228020082
1177	0.1227328495
1178	0.122660314
1179	0.1225811833
1180	0.1224834849
1181	0.1224625657
1182	0.1224067162
1183	0.1223437266
1184	0.1223304375
1185	0.1222791839
1186	0.122217989
1187	0.1221651299
1188	0.1221144795
1189	0.1220870949
1190	0.1220397708
1191	0.1220116499
1192	0.1219680879
1193	0.1219249051
1194	0.1218545585
1195	0.1217940315
1196	0.1217376534
1197	0.1216994947
1198	0.1216852293
1199	0.1216540211
1200	0.1215786936
1201	0.121539578
1202	0.1215126738
1203	0.1214776789
1204	0.1214120987
1205	0.1213973074
1206	0.1213629494
1207	0.1213327265
1208	0.1212232616
1209	0.1211643411
1210	0.1211076545
1211	0.1210233283
1212	0.1209661713
1213	0.1209406131
1214	0.1208772446
1215	0.1208563253
1216	0.120819145
1217	0.1207818346
1218	0.1207104523
1219	0.1206705045
1220	0.120620437
1221	0.1205810178
1222	0.1205378419
1223	0.120512835
1224	0.1204643292
1225	0.1204059973
1226	0.1203545312
1227	0.1202935029
1228	0.1202656586
1229	0.1201974918
1230	0.1201580015
1231	0.1201262889
1232	0.1200613141
1233	0.1200183913
1234	0.1199185223
1235	0.119879882
1236	0.1198625591
1237	0.11975441
1238	0.1196888729
1239	0.1196175452
1240	0.119584335
1241	0.1195547953
1242	0.1194749965
1243	0.1194371261
1244	0.1193698138
1245	0.1193332638
1246	0.1192812476
1247	0.1192293276
1248	0.1191379741
1249	0.1191093022
1250	0.1190419541
1251	0.1189587099
1252	0.1189457891
1253	0.1188869294
1254	0.1188447536
1255	0.1188144812
1256	0.1187440868
1257	0.1186313475
1258	0.1185554331
1259	0.1185274811
1260	0.1184539087
1261	0.1183391939
1262	0.1183248214
1263	0.1182840067
1264	0.1182257635
1265	0.1181881468
1266	0.1181785491
1267	0.1181475265
1268	0.1181192121
1269	0.1180781825
1270	0.11803545
1271	0.1179718231
1272	0.1179189584
1273	0.1178812693
1274	0.117858806
1275	0.1177709285
1276	0.1177281447
1277	0.1177021485
1278	0.1176567548
1279	0.1176070376
1280	0.1175969735
1281	0.1175546287
1282	0.1174694816
1283	0.1174565293
1284	0.1173948567
1285	0.1173673849
1286	0.1173334152
1287	0.1173128719
1288	0.1172744743
1289	0.1172502936
1290	0.1172214606
1291	0.1171795223
1292	0.1171055366
1293	0.117056506
1294	0.1170003369
1295	0.1169723013
1296	0.116910445
1297	0.1168638175
1298	0.1168291849
1299	0.1167569248
1300	0.1167045921
1301	0.1166129924
1302	0.1165374734
1303	0.1164766121
1304	0.1164634992
1305	0.1164345272
1306	0.1164025718
1307	0.116390536
1308	0.1163581644
1309	0.1162978178
1310	0.1162571147
1311	0.1162285324
1312	0.116178552
1313	0.1161697074
1314	0.1161020555
1315	0.1160781171
1316	0.1160341352
1317	0.1159978055
1318	0.1159268984
1319	0.1158432864
1320	0.1158222563
1321	0.1157912155
1322	0.1157346544
1323	0.1156750074
1324	0.1156234942
1325	0.1155842949
1326	0.1155339679
1327	0.1154555975
1328	0.1153913256
1329	0.1153769192
1330	0.1153513521
1331	0.1152724184
1332	0.1152370099
1333	0.1151939886
1334	0.1151664303
1335	0.1151298233
1336	0.1150998177
1337	0.1150525021
1338	0.1150327505
1339	0.114993204
1340	0.1149481339
1341	0.1149361487
1342	0.1148863534
1343	0.1148747318
1344	0.1148396667
1345	0.1147915836
1346	0.1147537527
1347	0.1147111944
1348	0.1146223456
1349	0.1145846381
1350	0.1145589413
1351	0.1144896596
1352	0.1144463033
1353	0.1143338699
1354	0.1142879567
1355	0.1142308155
1356	0.1142140028
1357	0.1141471492
1358	0.1141119643
1359	0.1140662403
1360	0.114034513
1361	0.1139943023
1362	0.1139569256
1363	0.1139085225
1364	0.1138578586
1365	0.1138251514
1366	0.1137436751
1367	0.1137074857
1368	0.1136851805
1369	0.1136186944
1370	0.1135877209
1371	0.1135349838
1372	0.1134281682
1373	0.1133902901
1374	0.1133666005
1375	0.1133319189
1376	0.1132737785
1377	0.1132364744
1378	0.113217952
1379	0.113184632
1380	0.113083237
1381	0.113004299
1382	0.1129584486
1383	0.1129160398
1384	0.1128844849
1385	0.1128495052
1386	0.112808875
1387	0.1127811179
1388	0.1127142988
1389	0.1126565922
1390	0.11260973
1391	0.1125705338
1392	0.1125184634
1393	0.1124982654
1394	0.1124901111
1395	0.112460288
1396	0.1124414856
1397	0.1123914516
1398	0.112316775
1399	0.112241885
1400	0.1122006548
1401	0.1121792121
1402	0.112175407
1403	0.1121232965
1404	0.112090948
1405	0.1120528855
1406	0.1119848611
1407	0.1119295916
1408	0.1119050402
1409	0.1118976292
1410	0.1118457254
1411	0.1118338809
1412	0.1117917665
1413	0.1117341521
1414	0.1117181985
1415	0.1116929172
1416	0.1116128407
1417	0.1115698607
1418	0.1115109939
1419	0.1114766037
1420	0.1114374081
1421	0.1113605136
1422	0.1113365818
1423	0.1113118726
1424	0.1112647807
1425	0.1111780489
1426	0.1111374448
1427	0.1110827448
1428	0.1110397249
1429	0.1110168156
1430	0.1109860941
1431	0.1109585
1432	0.1109039727
1433	0.1108716878
1434	0.1108594227
1435	0.1108027977
1436	0.1107763828
1437	0.1107561808
1438	0.1107429083
1439	0.1107123214
1440	0.1106812329
1441	0.110631431
1442	0.1106164758
1443	0.1105880622
1444	0.1105543598
1445	0.1104933767
1446	0.1104918486
1447	0.1104711546
1448	0.11039066
1449	0.1103655916
1450	0.1103163856
1451	0.1102803749
1452	0.1102005276
1453	0.1101391321
1454	0.1100968066
1455	0.1100650418
1456	0.1099757403
1457	0.1099205797
1458	0.1098612689
1459	0.1098297091
1460	0.1097834095
1461	0.1097258558
1462	0.109626717
1463	0.109582579
1464	0.1095720088
1465	0.1095667582
1466	0.1095266405
1467	0.1094617993
1468	0.1094089035
1469	0.1093546416
1470	0.1093385363
1471	0.1092834561
1472	0.1092718205
1473	0.1092093313
1474	0.109190297
1475	0.1091437863
1476	0.1091125149
1477	0.1090218569
1478	0.108951605
1479	0.108886753
1480	0.1088694961
1481	0.1088344935
1482	0.1087794543
1483	0.1087427183
1484	0.1087135397
1485	0.1086663731
1486	0.1086416916
1487	0.1086095687
1488	0.1085802763
1489	0.1085255685
1490	0.1084509796
1491	0.1084251139
1492	0.1083983523
1493	0.1083702657
1494	0.1083212571
1495	0.1082961047
1496	0.1082741544
1497	0.1082441004
1498	0.1081817769
1499	0.1081575105
1500	0.1081282261
1501	0.1081069997
1502	0.1080033212
1503	0.1079821015
1504	0.1079368753
1505	0.1078824688
1506	0.1078419612
1507	0.1078126323
1508	0.1077674925
1509	0.1077447762
1510	0.1077207324
1511	0.107682404
